gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,Churn,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,IsNewCustomer,IsLongTermCustomer,AvgMonthlyCharge,TotalServices
0,0,1,0,33.0,1,2,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,36.44,3
0,0,1,1,18.0,1,2,2,0,1,1,1,0,1,2,1,0,0,0,0,1,0,0,102.99,5
1,1,1,0,14.0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100.58,1
0,0,1,1,2.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,23.99,1
1,0,0,0,17.0,1,1,2,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,42.44,2
0,0,0,0,30.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,26.16,1
1,0,1,0,31.0,1,2,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,21.83,3
1,0,0,1,40.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,101.31,1
1,0,0,0,34.0,1,2,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,70.67,3
1,1,0,0,13.0,1,2,2,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,46.11,6
0,0,1,1,16.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,49.38,1
1,0,0,0,40.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,35.58,1
1,1,1,0,33.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,37.5,1
0,0,0,0,40.0,1,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,114.145,1
1,1,0,0,22.0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,44.01,1
0,0,0,0,18.0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,97.35,1
0,0,1,0,47.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.0,1
1,0,1,0,46.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,114.145,1
1,0,0,1,17.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,18.09,1
1,0,1,1,3.0,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,61.38999999999999,1
0,0,0,0,46.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20.51,1
1,0,1,0,19.0,1,1,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,46.35,2
0,0,0,1,1.0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,29.26,2
1,0,1,0,35.0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,63.89,4
1,0,0,0,15.0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,31.66,1
1,0,0,1,8.0,1,1,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,98.54,2
0,0,0,1,12.0,1,1,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,23.13,3
0,1,0,0,46.0,1,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,97.3,2
1,1,0,0,31.0,1,1,2,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,91.34,3
1,0,1,0,25.0,1,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,77.75,3
0,0,0,0,39.0,1,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,33.550000000000004,2
0,0,0,1,1.0,1,2,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,94.48,3
0,1,1,0,53.0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24.03,1
1,0,0,1,8.0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,33.65,3
0,0,0,0,12.0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,32.78,1
1,1,0,1,14.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,70.27,1
0,0,1,0,10.0,1,1,2,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,54.260000000000005,3
0,0,1,1,54.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,30.99,1
0,0,0,0,26.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,28.65,1
0,0,1,1,2.0,1,2,2,0,0,0,1,0,1,2,0,0,1,0,0,0,1,0,114.145,3
1,0,0,0,20.0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,29.71,3
1,0,0,0,50.0,1,2,2,0,1,1,0,1,1,2,0,0,1,0,0,0,0,1,34.49,5
1,0,0,0,32.0,1,1,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,29.99,2
0,0,0,0,4.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,46.18,1
0,1,1,1,41.0,1,2,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,69.6,2
1,0,0,0,35.0,1,1,2,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,18.11,3
0,0,1,0,3.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,24.78,1
1,0,1,1,7.0,1,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,41.73,3
0,0,1,0,33.0,1,1,2,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,26.31,2
0,0,0,1,17.0,1,2,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,20.6,1
0,0,0,1,6.0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,68.3,1
0,0,1,1,18.0,1,2,1,0,0,0,1,1,0,2,0,1,0,0,1,0,0,0,33.419999999999995,3
0,0,0,0,42.0,1,2,2,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,40.05,4
1,0,0,0,3.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,52.85,1
0,0,0,1,11.0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,85.45,2
1,0,0,0,13.0,1,2,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,29.59,4
1,0,0,0,8.0,1,1,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,41.13,3
1,0,0,0,42.0,1,1,2,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,41.16,3
1,0,1,0,27.0,1,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,22.64,3
0,1,1,1,23.0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20.87,2
1,1,0,1,47.0,0,0,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,42.05,1
1,0,0,1,42.0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,50.77,2
0,0,1,0,8.0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,21.59,2
1,0,0,0,29.0,0,0,2,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,24.270000000000003,1
1,1,0,0,10.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,23.31,2
1,0,0,1,20.0,1,2,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,23.41,1
1,1,0,1,2.0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,18.18,4
0,0,0,0,40.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,42.28,1
1,1,0,1,35.0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,103.93,1
1,0,0,0,17.0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20.7,0
1,0,0,0,4.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19.53,1
0,0,0,0,34.0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,52.59,1
0,0,0,0,10.0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,39.64,3
0,0,0,0,48.0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,34.550000000000004,1
1,0,1,1,6.0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,37.7,2
1,1,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,18.5,0
0,0,0,0,10.0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.49,1
1,0,0,1,20.0,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21.81,2
0,0,0,0,13.0,1,2,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,32.41,2
1,1,1,0,21.0,1,2,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,43.65,3
0,1,0,1,38.0,1,2,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,114.145,2
0,0,0,0,34.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,44.65,1
1,0,0,1,21.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,43.72,1
0,0,1,0,46.0,1,1,2,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,47.48,3
1,0,0,0,24.0,1,2,1,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,48.2,2
1,0,1,1,56.0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,41.83,1
0,1,0,0,20.0,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,89.41,2
0,0,0,0,24.0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,34.74,1
1,0,1,1,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,112.15,1
0,0,0,1,16.0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,47.49,1
1,1,1,0,23.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,43.17,1
1,0,0,0,24.0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,91.96,2
1,1,0,0,38.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,108.07,1
0,0,0,0,2.0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,68.63,1
1,0,1,0,9.0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,95.12,1
1,0,0,0,16.0,1,1,2,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,39.42,2
0,0,1,0,23.0,1,2,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,103.03,3
1,0,1,0,39.0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,37.08,1
0,0,0,0,12.0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,23.67,3
0,0,1,0,28.0,1,1,2,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,73.09,2
0,0,0,0,3.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,25.69,1
0,0,1,0,67.0,1,2,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,29.06,2
0,1,1,0,17.0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39.69,1
1,0,0,0,20.0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,54.470000000000006,1
1,0,1,1,19.0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,22.7,1
1,1,0,0,30.0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,46.18999999999999,1
0,0,0,1,14.0,1,2,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,40.53,2
0,0,1,1,29.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.45,2
1,0,1,1,22.0,1,2,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,21.95,2
1,1,0,1,12.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,29.22,1
0,1,0,0,19.0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19.14,0
0,0,1,0,11.0,1,1,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,20.25,3
1,1,0,0,20.0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,45.93,2
0,0,1,0,21.0,1,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,19.880000000000003,1
1,0,0,0,16.0,1,2,2,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,33.48,2
0,0,1,0,41.0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,20.85,2
1,0,1,0,5.0,1,1,1,0,1,0,1,1,0,2,0,0,0,0,0,1,1,0,21.87,4
1,0,1,0,38.0,1,1,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,24.72,1
1,0,1,1,2.0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,29.53,1
0,0,1,0,5.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,47.19,0
0,1,1,1,45.0,1,1,2,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,25.16,2
0,0,0,1,7.0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,45.4,2
1,0,1,0,11.0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,23.55,0
1,0,0,0,41.0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,28.66,1
0,1,0,0,60.0,1,2,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,24.52,4
0,1,0,1,4.0,1,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,44.43,1
0,0,1,0,24.0,1,2,2,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,18.92,4
0,1,1,0,43.0,1,2,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,29.72,4
0,0,1,0,39.0,1,2,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,46.88,2
1,0,0,1,1.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,93.93,1
0,1,1,0,22.0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,30.44,1
1,0,0,0,24.0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26.44,3
0,0,0,0,15.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,24.23,1
1,0,1,1,1.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,37.84,1
0,1,0,0,11.0,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,86.32,3
1,0,1,0,1.0,1,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,101.67,2
1,0,0,0,25.0,1,1,2,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,19.87,4
0,0,0,0,45.0,1,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,19.99,2
1,1,0,0,12.0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,61.84,1
1,0,0,0,23.0,1,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,39.46,2
0,0,0,0,7.0,1,2,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,27.47,2
0,0,1,0,50.0,1,1,2,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,59.61,2
1,0,1,1,10.0,1,2,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,22.14,1
0,0,0,0,16.0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30.64,1
1,0,0,0,37.0,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,37.18,2
1,1,1,0,32.0,1,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,23.02,2
0,0,0,0,18.0,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,79.30000000000001,1
1,0,0,1,1.0,1,2,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,57.94,2
0,0,0,0,4.0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,49.87,1
0,0,1,1,43.0,1,2,2,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,23.12,2
1,1,1,1,29.0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,21.71,1
1,0,0,0,37.0,1,2,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,19.1,2
0,1,0,0,70.0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,100.65,1
1,1,0,1,15.0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,40.48,2
1,1,1,0,8.0,1,2,2,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,49.18,4
1,0,1,0,24.0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,20.29,4
1,0,0,0,47.0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,71.07,2
1,0,0,0,47.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,40.79,2
0,0,0,1,1.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,34.64,1
0,0,0,1,17.0,1,1,2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,29.41,3
1,0,1,0,14.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,35.17,3
1,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.75,0
0,0,0,0,30.0,1,2,2,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,21.37,3
0,0,0,1,34.0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,29.86,1
0,0,0,1,27.0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,57.56,2
1,0,0,0,30.0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,34.52,1
1,0,0,0,15.0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,40.830000000000005,1
1,0,1,0,4.0,1,2,2,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,114.145,2
0,0,0,0,21.0,1,1,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,19.44,3
1,0,1,1,33.0,1,1,2,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,23.98,3
0,0,0,1,12.0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,23.96,1
0,0,1,0,20.0,1,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,48.25,2
0,0,1,0,20.0,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,38.31,1
1,0,0,0,48.0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,39.19,1
0,0,0,0,44.0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,41.69,1
0,0,0,0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24.1,1
1,0,0,0,25.0,1,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,48.23,1
1,0,0,0,14.0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37.470000000000006,1
1,1,0,0,11.0,1,2,2,0,0,1,0,1,1,2,1,0,0,0,1,0,0,0,30.15,4
1,1,1,0,22.0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,24.63,2
1,0,0,0,23.0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,99.76,2
0,0,1,0,20.0,1,2,2,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,38.96,3
1,1,0,1,37.0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,46.32,1
0,0,0,0,36.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38.82,1
0,0,0,0,33.0,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66.83,3
1,1,0,0,7.0,1,2,2,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,24.360000000000003,2
1,0,0,0,7.0,1,2,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,20.08,1
0,1,0,0,8.0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,41.03,1
1,0,0,0,43.0,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,22.88,2
1,0,0,0,45.0,1,1,2,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,43.03,2
1,0,0,0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56.95,1
1,0,1,0,5.0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,28.19,2
1,0,1,0,13.0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,31.14,1
0,0,0,1,23.0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,44.32,2
1,0,0,0,2.0,1,1,2,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,82.66,2
1,0,1,0,4.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,35.54,1
0,0,1,1,11.0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,94.88,1
0,1,0,1,3.0,1,2,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,45.86000000000001,1
1,0,0,1,21.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30.66,1
0,0,0,0,3.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45.16,2
1,0,1,0,29.0,1,2,2,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,64.06,3
0,0,0,1,4.0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,40.54,2
0,0,1,1,3.0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,37.12,1
1,0,1,0,4.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,42.33,1
1,0,0,0,9.0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,45.94,1
1,0,0,0,42.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,29.78,3
1,0,0,1,16.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,34.58,1
0,0,0,0,22.0,1,2,2,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,19.95,4
1,1,1,0,4.0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,58.69,2
0,1,0,0,14.0,1,1,2,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,27.69,2
1,0,0,1,19.0,1,2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,56.34,2
1,0,0,0,52.0,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,30.450000000000003,3
0,0,1,0,14.0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,22.68,1
1,0,0,0,2.0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,31.71,1
0,0,0,0,8.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,98.1,1
1,0,0,0,19.0,1,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,88.79,2
0,0,0,1,26.0,1,2,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,101.69,4
0,0,0,0,33.0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101.26,1
1,0,1,0,4.0,1,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,49.22,1
1,0,0,0,3.0,1,2,2,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,73.49,3
0,1,1,0,8.0,1,2,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,25.59,3
1,1,1,0,48.0,1,2,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,85.72000000000001,2
1,0,1,1,23.0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,23.5,2
1,0,0,1,41.0,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.62,2
0,0,0,0,11.0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,49.63,1
1,0,1,1,21.0,1,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,37.21,1
1,0,1,0,24.0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54.59,1
0,1,1,1,28.0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,48.78,1
0,0,0,1,45.0,1,2,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,26.96,1
0,0,1,0,25.0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,37.8,1
1,0,0,0,5.0,1,1,2,0,1,1,0,0,1,2,1,0,0,0,0,1,1,0,24.6,4
1,0,1,1,1.0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,31.13,3
1,0,0,0,38.0,1,2,2,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,35.82,4
1,0,0,0,21.0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,69.2,2
1,0,0,0,24.0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,18.54,1
1,0,0,0,25.0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,29.6,1
0,0,0,0,22.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32.4,1
0,0,0,0,51.0,1,1,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,26.23,2
0,0,1,0,1.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,28.4,1
0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,22.65,1
0,0,0,0,19.0,1,2,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,46.68,3
1,0,1,0,38.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,85.95,1
1,1,0,0,20.0,1,1,2,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,45.9,4
0,0,0,0,27.0,1,2,2,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,18.51,3
0,0,1,0,6.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,23.84,1
0,1,0,0,23.0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,22.36,1
0,0,1,1,15.0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,26.91,1
1,0,0,1,23.0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,48.67,2
0,0,0,0,31.0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,38.12,2
1,1,0,0,29.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,28.46,1
1,1,1,0,5.0,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,51.510000000000005,1
0,0,0,0,9.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,33.14,1
1,0,0,0,30.0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,35.97,1
0,1,0,0,37.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,46.28,0
